path,y_true,y_pred,error,abs_error,display_name,method,stem
.\data\combined_514\images\20260430_112502.jpg,142.0,27.484375,-114.515625,114.515625,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_112536.jpg,13.0,27.484375,14.484375,14.484375,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_113032.jpg,18.0,27.484375,9.484375,9.484375,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_113107.jpg,37.0,27.484375,-9.515625,9.515625,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_113229.jpg,56.0,27.484375,-28.515625,28.515625,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_113251.jpg,13.0,27.484375,14.484375,14.484375,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_113345.jpg,11.0,27.484375,16.484375,16.484375,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_113507.jpg,16.0,27.484375,11.484375,11.484375,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_113627.jpg,44.0,27.484375,-16.515625,16.515625,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_113730.jpg,51.0,27.484375,-23.515625,23.515625,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_113818.jpg,33.0,27.484375,-5.515625,5.515625,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_113824.jpg,40.0,27.484375,-12.515625,12.515625,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_113919.jpg,92.0,27.484375,-64.515625,64.515625,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_114008.jpg,34.0,27.484375,-6.515625,6.515625,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_114051.jpg,26.0,27.484375,1.484375,1.484375,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_114124.jpg,80.0,27.484375,-52.515625,52.515625,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_114129.jpg,21.0,27.484375,6.484375,6.484375,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_114341.jpg,34.0,27.484375,-6.515625,6.515625,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_114516.jpg,29.0,27.484375,-1.515625,1.515625,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_114527.jpg,23.0,27.484375,4.484375,4.484375,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_114546.jpg,140.0,27.484375,-112.515625,112.515625,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_114601.jpg,41.0,27.484375,-13.515625,13.515625,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_114650.jpg,19.0,27.484375,8.484375,8.484375,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_115015.jpg,12.0,27.484375,15.484375,15.484375,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_115039.jpg,2.0,27.484375,25.484375,25.484375,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_115223.jpg,25.0,27.484375,2.484375,2.484375,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_115310.jpg,28.0,27.484375,-0.515625,0.515625,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\20260430_115351.jpg,18.0,27.484375,9.484375,9.484375,ConvNeXtV2-T Regression,count_convnextv2_tiny,
.\data\combined_514\images\00007_20260212_161655_f00000198_t000006.601s.jpg,154.0,178.875,24.875,24.875,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\00019_20260212_161655_f00000327_t000010.901s.jpg,136.0,181.0,45.0,45.0,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\00082_20260212_161655_f00001136_t000037.870s.jpg,174.0,199.25,25.25,25.25,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\00127_20260212_161655_f00001703_t000056.772s.jpg,155.0,208.5,53.5,53.5,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\00140_20260212_161655_f00001835_t000061.173s.jpg,196.0,174.375,-21.625,21.625,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\00223_20260212_161655_f00002878_t000095.943s.jpg,143.0,171.0,28.0,28.0,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,171.0,174.375,3.375,3.375,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\00246_20260212_161655_f00003255_t000108.511s.jpg,131.0,175.875,44.875,44.875,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\00257_20260212_161655_f00003374_t000112.478s.jpg,172.0,195.75,23.75,23.75,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\00321_20260212_164110_f00000473_t000015.769s.jpg,133.0,135.125,2.125,2.125,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\00587_dji_fly_20260217_114201_0_f00000392_t000013.067s.jpg,86.0,175.75,89.75,89.75,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,269.0,248.0,-21.0,21.0,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,269.0,317.0,48.0,48.0,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_105347.jpg,51.0,60.90625,9.90625,9.90625,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_105507.jpg,38.0,24.84375,-13.15625,13.15625,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_105529.jpg,23.0,26.46875,3.46875,3.46875,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_105552.jpg,102.0,66.75,-35.25,35.25,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_105607.jpg,33.0,28.125,-4.875,4.875,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_105707.jpg,33.0,46.65625,13.65625,13.65625,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_105805.jpg,18.0,28.359375,10.359375,10.359375,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_105937.jpg,53.0,37.4375,-15.5625,15.5625,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_110121.jpg,29.0,48.03125,19.03125,19.03125,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_110309.jpg,38.0,33.46875,-4.53125,4.53125,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_110337.jpg,22.0,19.796875,-2.203125,2.203125,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_110428.jpg,22.0,23.21875,1.21875,1.21875,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_110502.jpg,16.0,26.53125,10.53125,10.53125,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_110635.jpg,30.0,34.1875,4.1875,4.1875,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_110647.jpg,60.0,42.96875,-17.03125,17.03125,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_110740.jpg,30.0,58.34375,28.34375,28.34375,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_110757.jpg,21.0,37.15625,16.15625,16.15625,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_110820.jpg,4.0,39.34375,35.34375,35.34375,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_111052.jpg,10.0,38.78125,28.78125,28.78125,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_111109.jpg,36.0,43.0,7.0,7.0,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_111122.jpg,34.0,31.0625,-2.9375,2.9375,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_111129.jpg,56.0,57.625,1.625,1.625,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_111135.jpg,50.0,39.34375,-10.65625,10.65625,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_111203.jpg,10.0,22.3125,12.3125,12.3125,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_111251.jpg,24.0,43.4375,19.4375,19.4375,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_111306.jpg,53.0,44.625,-8.375,8.375,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_111434.jpg,58.0,62.625,4.625,4.625,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_111507.jpg,45.0,41.21875,-3.78125,3.78125,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_111630.jpg,60.0,87.125,27.125,27.125,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_111919.jpg,3.0,19.0,16.0,16.0,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_111941.jpg,5.0,19.59375,14.59375,14.59375,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_111952.jpg,24.0,24.140625,0.140625,0.140625,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_112049.jpg,23.0,45.71875,22.71875,22.71875,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_112103.jpg,23.0,37.375,14.375,14.375,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_112241.jpg,40.0,36.0,-4.0,4.0,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_112314.jpg,61.0,63.84375,2.84375,2.84375,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_112502.jpg,142.0,61.59375,-80.40625,80.40625,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_112536.jpg,13.0,24.53125,11.53125,11.53125,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_113032.jpg,18.0,24.953125,6.953125,6.953125,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_113107.jpg,37.0,53.03125,16.03125,16.03125,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_113229.jpg,56.0,45.0625,-10.9375,10.9375,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_113251.jpg,13.0,27.84375,14.84375,14.84375,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_113345.jpg,11.0,33.09375,22.09375,22.09375,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_113507.jpg,16.0,24.421875,8.421875,8.421875,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_113627.jpg,44.0,42.15625,-1.84375,1.84375,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_113730.jpg,51.0,33.71875,-17.28125,17.28125,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_113818.jpg,33.0,37.4375,4.4375,4.4375,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_113824.jpg,40.0,62.125,22.125,22.125,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_113919.jpg,92.0,77.6875,-14.3125,14.3125,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_114008.jpg,34.0,34.4375,0.4375,0.4375,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_114051.jpg,26.0,41.21875,15.21875,15.21875,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_114124.jpg,80.0,58.3125,-21.6875,21.6875,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_114129.jpg,21.0,18.5625,-2.4375,2.4375,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_114341.jpg,34.0,59.5625,25.5625,25.5625,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_114516.jpg,29.0,23.09375,-5.90625,5.90625,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_114527.jpg,23.0,31.28125,8.28125,8.28125,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_114546.jpg,140.0,63.75,-76.25,76.25,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_114601.jpg,41.0,35.09375,-5.90625,5.90625,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_114650.jpg,19.0,56.34375,37.34375,37.34375,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_115015.jpg,12.0,26.625,14.625,14.625,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_115039.jpg,2.0,28.4375,26.4375,26.4375,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_115223.jpg,25.0,39.9375,14.9375,14.9375,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_115310.jpg,28.0,35.34375,7.34375,7.34375,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\20260430_115351.jpg,18.0,26.296875,8.296875,8.296875,MobileNetV3-Large Regression,count_mobilenetv3_large,
.\data\combined_514\images\00007_20260212_161655_f00000198_t000006.601s.jpg,154.0,203.75,49.75,49.75,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\00019_20260212_161655_f00000327_t000010.901s.jpg,136.0,192.25,56.25,56.25,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\00082_20260212_161655_f00001136_t000037.870s.jpg,174.0,226.125,52.125,52.125,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\00127_20260212_161655_f00001703_t000056.772s.jpg,155.0,212.25,57.25,57.25,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\00140_20260212_161655_f00001835_t000061.173s.jpg,196.0,196.5,0.5,0.5,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\00223_20260212_161655_f00002878_t000095.943s.jpg,143.0,191.75,48.75,48.75,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,171.0,200.5,29.5,29.5,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\00246_20260212_161655_f00003255_t000108.511s.jpg,131.0,215.625,84.625,84.625,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\00257_20260212_161655_f00003374_t000112.478s.jpg,172.0,217.125,45.125,45.125,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\00321_20260212_164110_f00000473_t000015.769s.jpg,133.0,128.25,-4.75,4.75,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\00587_dji_fly_20260217_114201_0_f00000392_t000013.067s.jpg,86.0,139.0,53.0,53.0,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,269.0,246.0,-23.0,23.0,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,269.0,193.0,-76.0,76.0,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_105347.jpg,51.0,44.625,-6.375,6.375,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_105507.jpg,38.0,25.15625,-12.84375,12.84375,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_105529.jpg,23.0,21.703125,-1.296875,1.296875,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_105552.jpg,102.0,59.875,-42.125,42.125,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_105607.jpg,33.0,41.5,8.5,8.5,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_105707.jpg,33.0,45.28125,12.28125,12.28125,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_105805.jpg,18.0,19.65625,1.65625,1.65625,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_105937.jpg,53.0,26.828125,-26.171875,26.171875,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_110121.jpg,29.0,40.375,11.375,11.375,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_110309.jpg,38.0,30.0625,-7.9375,7.9375,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_110337.jpg,22.0,17.0,-5.0,5.0,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_110428.jpg,22.0,24.40625,2.40625,2.40625,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_110502.jpg,16.0,22.484375,6.484375,6.484375,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_110635.jpg,30.0,16.359375,-13.640625,13.640625,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_110647.jpg,60.0,36.09375,-23.90625,23.90625,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_110740.jpg,30.0,68.1875,38.1875,38.1875,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_110757.jpg,21.0,19.90625,-1.09375,1.09375,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_110820.jpg,4.0,20.40625,16.40625,16.40625,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_111052.jpg,10.0,26.65625,16.65625,16.65625,EfficientNet-B4 Regression,count_efficientnet_b4,
